id,student_id,class_id,date,status
98ff6182-0e30-48db-8f3f-2a8dbacd1fdf,098908ac-c7f7-4200-b315-fe32a5c0158f,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
b63de8ba-0628-487b-b03d-c3f863d89b5c,53230076-a4d4-4f63-9ad7-62ab5f78c122,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
ae2170a8-3b56-4832-93e8-879874cd0c87,b0939c39-88c6-426e-8cec-9781821fc5e6,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
2b5ad22c-f549-4ba0-be8b-b0418c615cb9,29763f2b-0555-4100-87ca-ef52c13eca5a,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
bcdf3cb7-256c-44b0-8384-193bbd4ea069,528b9fc5-1ad7-4bdd-8960-6cd9fa4dffdd,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
f758113b-bf3a-4603-8347-ddac2485b2c4,57e26aa0-29f2-45e8-aa1c-4f2adf66ee7d,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
7fa2a1c6-7be8-4fda-ad95-3fd20d5027b1,76a9e6f1-b6e1-4032-beac-de12ac07542b,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
0bd5ca7a-2f8b-4704-a48b-33b7698cc61c,8ce44813-1ae0-45c6-ac25-a07f0a61a66e,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
25a68004-a9e2-4c41-9785-70e35a32ea62,9522f828-b3b6-4429-8d2e-ead149a5e80c,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
7413e7e2-264a-4f3c-a636-e63f571d9329,75421033-1521-437f-a0b8-ac0428dd4487,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
2f76a861-bd48-49c5-9d18-cc06410624ef,49e313b7-0399-49d9-8e69-30b8226e7982,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
9bde3a9b-22f9-4594-8658-a3f93398d192,4a5ec7e1-8600-4066-9f74-204dd55927d7,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
cde71990-1a32-41cf-a91a-43f15c8d3e17,c194041f-0151-46c9-969f-14891966dc03,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
78908e9a-40a0-453a-a5ac-29ec9c30d788,f65384ba-4ff0-49a6-afd5-9b6c7f83b17b,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
1e816a66-81fd-4bb7-8572-4477cb1e05b8,6d53fc37-017a-4d84-996e-601250d0388b,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
7a213645-e53a-4fa6-a2a9-7ce7959b3e9d,f1bcd0f5-46ba-4ef7-9490-ddb55e3a759e,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
659dd33d-4203-4c1b-8b5d-37e08fe54688,0d72c4fa-ecec-4fde-b064-9390d036fc93,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
56f6a33f-cef3-4038-bf76-f848cfbfe583,cf23b4eb-e18f-4bc1-bfca-8290c7ab1736,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
d5e866a6-e9e5-4034-8404-6fd3ee9b1746,8e3cae2f-c9ae-4d47-ad5e-f8090c298c2b,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
d41580c5-070f-440d-b09e-7da4d584a231,36628342-5d26-4c13-8e37-98d0f155c059,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
225ec027-54db-4dbb-9cce-03060cc17698,5ffdaddc-1e91-49f4-a375-d1b83df8810d,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
aed07906-5168-4d77-b665-89aed4a08b5b,fd925e5a-90d0-4036-94bc-ea8d00093a91,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
853d6748-a873-4e8a-aaed-9366cc090f14,d2561aa5-c62b-4de5-9b93-818b5eade392,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
1269f25c-e016-4db4-ba33-222a624667af,c8f27bd0-ad33-4d73-9c3f-28a6d4ccdc3c,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
a62cc0bf-d1b2-4183-82a5-a39c1f166ee3,dedb1456-d5ef-400b-873f-8ba74bf6a592,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
1b7c5272-44ac-4dea-8e17-6e789ffdd2bc,266aa967-02e7-4908-ac1d-2070f75edf33,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
df3fa077-3662-45fc-8172-76aaf0ef1a69,e601e550-51c1-4f50-afeb-d140415f4790,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
33bd4357-d13b-419e-beec-44b22d5df936,69ec3f3a-220d-45a0-a1f4-40034bd81cbd,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,late
764a1822-c0a7-47ed-8a50-409eac9978b5,fd533946-3376-48a2-b262-3b8abe09f47b,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
b45f5248-8eaa-4f57-8816-a8cfc306131d,a7968baa-491d-43a4-90a9-0cf3dcea4360,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,absent
2a9b5e45-d23d-45d7-b485-38a9279e16df,fa522982-6412-402d-a16d-989f2e510279,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
2209506c-5951-45d2-9bb3-464f0c82500b,895b1cf3-b6b5-499b-8a84-8ad623fe963d,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
840be062-8a09-4336-a895-62aa72c58136,dc89433f-c558-4caa-90ef-8fd8af298977,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
bdd78d52-a1e3-4b47-be42-3576b164a109,c8538d95-5aef-4c21-ae53-3d5529271562,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
eb21b859-77e3-42a1-8ce1-98c684ea173a,8366e458-ec2b-44e7-a8fb-1e58bbba8da1,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
8ef0c151-c87b-4d90-9716-8fdc81674ddc,9c816423-6415-4a29-a00a-510f9582ce3c,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
9d252a54-f91c-4ccb-8c3a-943f5ec8d55e,5996d75b-31d8-43b4-88f9-cfe654e4b8e0,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
ec49b1ec-0da8-4b7d-8948-e19418e5dcd3,f53a1dc0-a0ec-488a-ab39-465bc609782a,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
3913b85f-7f28-4f12-b088-f5753eacb452,f8d923fe-fc4f-466b-a765-aa96465e700a,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
8a49ef82-6241-4ff8-86be-fde3fd49d1ef,fd03c88d-fb45-4a28-9192-afd81cedbe0d,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
be7ffa57-fb6b-47fa-b3b2-cc9b22d4d071,90dad0ea-56b0-4196-9acf-f8c7b6a96c55,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,late
ee0e15fb-ea7b-48ca-923c-33fa93de4b13,7af9774e-7728-4af1-b863-5d185ae67324,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
0cb75604-12ca-442d-9c33-e25f30f88e87,81ce8925-2760-4065-b0a5-5989292f5316,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
da89f819-caa0-4030-a46a-243e21d60926,19fa9eac-862d-4630-888d-cb9863d23444,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
13dea027-8973-42e0-b190-c1bae2e4abfc,796b285d-0e89-438d-a41f-1fc7f8c148c9,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
1e9d8a3e-033f-4de5-a76f-592caa3c6352,4d89c1b8-0ebf-4a51-8512-4d58fec979a3,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
e91a7d69-12bf-40f2-a5cd-aaef8d1e3836,86aea6b6-f430-4a1e-a8fc-81676bf654a5,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
072aa945-aa80-4a79-87d4-5adc260bdc47,afa11c28-5d70-41b2-92cd-a9049723a802,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
4dbefd18-f5c1-4a6d-9873-7fc1669ac546,d74dddc6-6e52-4bb9-a9f1-1c184b45d437,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
f9563517-0ccb-4928-9321-dbcd5ef65879,c4bfe414-5d12-4be5-8f34-776e87c25a44,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
90a3d287-e34e-49f1-8eac-80ce51a6b00f,9d54ed58-78cc-4415-a505-a8ceca4143af,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
3c4aea47-a540-474b-b1ad-a51d941a367d,312895c4-0eb9-498a-9132-0857593c6e75,d6a052bc-8581-4132-b2cd-b7566457753b,2025-12-03,present
2578d256-1c9b-4780-bdda-a99143a623b6,82d5cc83-30b9-4fab-8480-e9019e34499f,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
f0a1d794-08f7-4e52-9f1c-841a96932ab8,498b503c-69b3-49a8-bd73-cae1e11bfeb7,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
f58256cb-187a-486d-8be9-c39e2fce8370,27dc46a6-0317-4e06-b86a-06f57d41e835,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
83a63a3a-a826-4a65-a761-0d8e0214330f,c6384a38-811d-4ade-9ccc-0bbf7af2ebca,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
9670f027-fb33-46fa-8679-df15dfa67d38,fa64e9eb-fbcc-46d9-9399-1360224f70a5,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
0a495d76-ce0b-4e00-b1f4-2f8f30acbfa6,49b01f1a-1e63-430c-8715-cb4dfbd0ec11,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
e6a8c70a-e682-4be0-aace-476835f53dcd,ef3a6892-0ec5-461e-bfc5-799b0ff7ccd6,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
3ce4cdaf-7206-4a71-b843-c9c0174f03f3,4658197d-e38c-43c5-9bba-fa55aaa929f8,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
7511c72f-a843-49b6-a557-9131fa1903f1,3aa849f7-41b0-4c54-a338-312f161bf277,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
84f5135f-50e1-4b59-b85c-9a338269c826,4cf0ffc8-72e3-41e2-bee7-b6299faa1b67,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
9b08e613-b368-4de0-b05e-5103d8b4acad,f24b2bd4-ce76-4b77-b10b-9408d636d559,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
b3ba81d6-a7e5-4ee4-90a8-8335d9bd5151,d0f07cb6-6acf-49b9-aa97-e9386f3778fb,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
1eac32a7-9909-4a2a-820a-ccb89f307252,69df908c-4c1b-45ae-adcd-d4c58d10d6c4,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
266f9646-d650-476c-b811-a4ede2e2c19c,b68be1f0-383c-4241-ac1d-d603dff923e5,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
a3047ec9-791b-45a1-a9dc-0bdd700db5ff,b0a21bb2-861b-4460-998c-55c69a283015,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
ffa4b695-64ae-49fc-a13b-1deffc01821a,8da87cee-c880-4669-9b9e-31fd705f254b,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
e12e4121-f8bb-4fd9-8398-e0b34bdc5213,f90a1b93-d8dc-415a-8f7f-24310fa11bba,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
0d63dc39-0833-4c34-9f4f-730add06e6ac,b962d360-6dd2-4795-8c79-a2e48eb227fb,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
3b2d043a-9e38-4fb3-8182-854634e3e39c,6fb1d403-acaa-4838-baef-32c60707a143,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
95e71fdc-7159-4181-9735-37ae037c54fd,4604414a-2a41-457a-8766-dc3cabb41db8,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
8f08d61f-aed1-4797-9c69-ed453c2a4ff6,70fc65f4-cf68-409b-8e8e-4cef58cc58d3,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
7863b64b-eb37-4f02-9789-9f23f8b2c639,0f90dd49-e576-4d49-8718-c0518a130483,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
751c0ab9-3e3f-45bf-b675-9b2971d5f87a,ce612154-54eb-4f7e-9546-caf80ed483b4,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
4baef7a4-ff47-4473-8b94-4c7aeaa5a30a,a96902f2-1ade-44a7-9a30-71b4f8abf251,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
fe6e3416-552b-4f60-b97b-07972cce7185,4f4f87ab-36b9-4d69-b9d9-01bc1e0a4b08,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
10e874e8-88c8-4c5f-a9f6-ef5a51447b6b,5769dbbc-5881-4e4e-afce-eec0e14e7925,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
a83da91b-5f1f-4a7e-9485-bf08673bfb23,ac21a79b-7936-4d61-a541-b873d7876724,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
a06daa58-2524-4c25-ab0f-857c1b8d311b,cd0ffb20-2ddc-4c4f-8372-d0e6bd278495,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
f707f71a-b223-4c43-a309-f4849109f5d1,2080e131-8a0b-4c7c-9587-c75cbd4f6e64,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
e064579a-b2e5-48ab-a1e1-87334d893574,8fa93d81-e098-44d3-8bab-8b11440c4c67,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
da88c4f8-d8c1-46a3-800c-da78c2c6ac1f,4afaabbb-100e-4b4d-b7a0-8bce8594f90c,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
7c3c90cb-f69e-4c28-b84e-b87cab1d3936,58dbd79a-3f70-4fdc-801a-7adc29d3fe7f,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
5dd7757b-a7ba-4340-acba-307d5d55f337,e08d85f4-987a-424a-b74f-b6517b65bcb9,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
7c3c4a99-11dd-4abc-b246-bfd3a7101319,485e92f6-7bfd-4e76-b383-f48920e8c5ae,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
c1f4c7ea-1d0a-4298-aef0-12e7f526fa2d,778e642c-0b8d-4614-b5ef-9725a3dde407,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
a8303b2e-0b4a-4ec3-885a-ba06c11e8737,d8f10392-9e64-400a-a780-c3a033b8765a,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
76774540-6f1d-4f15-b9d5-e3f469bc25b3,420c3003-6144-4a96-8b98-3bdac26eb1b9,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
1f00fbee-1158-4d44-bdd2-38392aa6f61b,3523e79a-67ae-4595-b839-cff8be6b1396,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,late
584d5a62-c812-439e-8075-8609bfa9dd6f,90d1d426-28eb-48e3-9c89-197ad0af07a5,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
c5c237d1-c26e-40f6-aa21-5e93a88acc0f,465bf71b-8888-4a1a-a033-830b28da5721,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
55932e6a-bc38-4379-91e6-66d984531698,91299e77-c3eb-4bce-99bc-da71b49b99ce,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
395fbd5d-5e2b-4e52-9bfa-7942bdaf75e2,d1a01156-ab84-42f8-9e7c-62e5c0f23b56,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
46baaf5d-9776-4886-86db-b5764fe5580b,43f3070d-707b-479e-9a65-92708c0a2228,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
2036317c-b6e3-4e50-8f5f-d23fba38e5f2,9573152c-b78d-4845-b7c8-49090f745568,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
84f5151d-10b9-40d4-846e-79ccc0281486,ebb07f54-7f28-4b63-ab44-abde56d446ff,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
0dd2bcf8-b5f3-49af-9d08-19d704ca3eba,f6b445fa-298b-44cb-8408-a75c6f19410e,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
f31c5f3d-8d8d-41c9-b4b1-f19d541c0311,9bff3d80-b7e7-40e4-880c-40638e5e188c,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
1df5f13c-5ebc-474e-91a4-89e1e5ba0959,34bd2d25-f17a-4844-9241-749e9d0d68a5,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
35ed7d8e-dc0e-4001-a901-7d8cbd4a03e7,bf764238-4d08-41a9-bee8-9244a999e34e,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
6b542182-db98-4451-aa8c-069696b70bc2,da7d4136-b32e-411c-9eb7-b0f6bddfed2d,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
c56ca9e0-77a7-4ddf-873a-691578efeda7,772c402f-11f8-486a-a298-56c60bf08721,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
e4352356-0eb9-43cf-ae32-dc7daa557876,60a0fc24-7fc4-4fc8-94d7-8f2ae26b9de6,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
2de5de0b-1b30-4111-9602-283cf141f2d5,2d4ff954-c4f4-4372-a5a2-86f4de0882ce,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
fd8023a0-3648-478c-b3dc-668f6984d882,a4cc9867-745c-49ab-82c5-b220bb70ab9e,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
5351b82e-224e-4cbf-ae01-1d97144ec224,839b5124-9211-4d19-a58a-b6b8b37939b5,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
484c6ca8-2e26-4ce6-b887-a0652cf525bd,3372723d-9633-4a66-9f02-3bc53565211c,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
596af6a2-85e3-4e43-8069-cac1223e1382,7edda8ac-bde4-4fa4-8756-0fbdca00e09b,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,absent
816a040a-b750-459f-a0d5-57527326cdcc,2ba51843-412b-460c-90ca-2063ac3accf7,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,late
d2e1f16f-caa7-4c00-a939-e89aa52b2390,a7ce2836-8e16-406a-9d65-0d576f2dd3db,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,absent
5c73872a-0b9d-44bd-9c32-b23bbefb9d5d,5d387db6-beac-4690-ab7e-d827835620bd,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
db45ca39-a80b-4c7a-b9dc-45de5c8663fd,240c9602-71c7-4a4a-9bff-7e95b50dfed8,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
ddb224ff-2f3b-478a-b5e6-5ef4e2b6e319,c38e4b16-1826-439a-adc2-1a1d4cd90dbf,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
b2237f9d-577f-49b7-9191-6f8299146c75,10c16016-3be2-486b-9a68-e2b6bb1b6314,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
86297881-bb50-4e32-ab67-03bfec2e7d66,17be69cc-776e-48cb-8129-cbc4c9161d46,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
c3320554-4c8f-46b3-be95-86c49f703950,8deded09-518f-4ea5-878d-288296651651,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
bbec7934-572a-417e-b473-72f252d1e6bc,1077aa26-9309-43ee-a138-43b0f2806b12,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
5c311b6e-ea5b-44d7-b0a1-c089e40bf440,6a28b269-5db5-45c1-a836-602f6fd311d3,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
db5001e4-bb28-4765-a5e4-3881e9ff83b6,585dcfc6-038f-495d-98f7-ac5afa4754bb,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
812260f7-d948-4539-8188-6f3c05b59b87,95cc81eb-0e86-4c9e-be3e-fe3fc1f0ac3f,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
d8f0b417-2599-4d0f-829c-0149383f95f8,e83fd51a-5233-405e-b975-efc6518f892c,f19fcd72-b2e1-4065-a892-af561f962a27,2025-12-03,present
