id,course_id,faculty_id,timetable_id,start_time,end_time
a6f40ea4-e358-422a-a5ac-fe5822edbe90,982d643e-14cd-4ef9-9cf4-4c49ef855fe7,0130901f-7a1d-4d53-8f79-4394845d8ab3,aa410c92-4bcc-4bff-b789-be9b740c2a9e,2025-11-28T11:00:00.047510,2025-11-28T12:30:00.047510
3417977f-b2a9-4004-a9b5-39ff0474d41d,772c96fe-683d-4e56-8af4-2b627d44dfdc,f687c13a-b8f4-44dd-8d6e-d7127723ff54,d5f810be-01b1-4a3b-9374-b42e35603556,2025-11-28T16:00:00.047510,2025-11-28T17:30:00.047510
bbef00bb-60f6-488c-8437-f6ecebaaca63,b534da7f-c9ef-4414-b702-05b60083b8a3,fef2df06-8048-4ff5-b459-175828543bff,667ba4de-b718-4544-b9d0-3fdc0ac41f3d,2025-11-28T15:00:00.047510,2025-11-28T16:30:00.047510
07ea687c-a302-4f91-94c2-c5b80a1e1a15,50670627-6342-4123-ae50-5796ca7892bc,fef2df06-8048-4ff5-b459-175828543bff,48873bed-fa4d-4bb7-97cc-4d0438347b2b,2025-11-28T14:00:00.047510,2025-11-28T15:30:00.047510
532be409-5c9a-4bfa-bdea-94bf15e0b2f9,0a704772-73cd-4f27-87ba-4a56f04875b7,f28992ec-718d-46ea-a6d7-0ab8b64fd105,28fdb774-1caa-40b4-8e3b-24ab1c92ceab,2025-11-28T15:00:00.047510,2025-11-28T16:30:00.047510
d34fceaf-38df-45a1-a575-8463f24d1e33,97383948-df6b-4370-b87c-787ebdc5ca24,4e55d0c1-5abb-4137-9b0b-8e5cf5fc54dc,773f1226-d3b5-4dd2-933a-15911d4429ca,2025-11-28T14:00:00.047510,2025-11-28T15:30:00.047510
de797278-3744-48d5-8c24-1ac261bb9c49,9065f4bf-7557-420d-a6da-81865dbfc601,a7d08a7c-8dde-4116-a4eb-6410cbd6e953,307fa2d7-cd2a-4cc2-8db0-48e50f15bada,2025-11-28T10:00:00.047510,2025-11-28T11:30:00.047510
3ffe6e2d-380a-43c4-8f20-8d7757763dc7,893f239e-2bb6-4662-893e-a73f13a7a216,f687c13a-b8f4-44dd-8d6e-d7127723ff54,dd4e46cb-1694-4819-b0b0-e2890d53c5ee,2025-11-27T10:00:00.047510,2025-11-27T11:30:00.047510
c4a6615b-4d9d-43d6-844d-30ef547e2713,86e255b3-add9-4004-8f42-e1f6b1ce3524,4e55d0c1-5abb-4137-9b0b-8e5cf5fc54dc,933b066e-0412-4188-ad31-ba7b587d2bb2,2025-11-27T15:00:00.047510,2025-11-27T16:30:00.047510
ee7df926-1893-4cd7-ad1e-e4ec75d250ce,717c8112-4ef0-45ac-92d6-a53339431ff1,a7d08a7c-8dde-4116-a4eb-6410cbd6e953,8175e53a-1c1c-4845-91d1-a43c7fd01daa,2025-11-27T14:00:00.047510,2025-11-27T15:30:00.047510
b95cf4cc-ff2e-4823-89ff-1fa49907526b,4d6bb408-d52c-48e9-8390-af91ea71500f,d5e79eb3-6145-48d1-bf12-d29162a63c90,cbb9acd6-bc07-4b98-8594-7d5ff3565571,2025-11-26T14:00:00.047510,2025-11-26T15:30:00.047510
3aa5056b-006f-40bb-a5bd-cefbbedf66c4,47560c3d-119c-468e-a28f-338c6ff2fe6e,4e55d0c1-5abb-4137-9b0b-8e5cf5fc54dc,c8677e81-89a0-448b-9b49-d62ba2734fb3,2025-11-26T13:00:00.047510,2025-11-26T14:30:00.047510
91f7269c-0fa7-463e-841c-3b20a8854577,2c0625b9-58b3-4efb-9b42-918932b3e14e,5d2af7be-6b63-41d0-8386-87745c9acbe2,4cff5d7a-8a8a-439c-9cf5-181333bb1022,2025-11-25T10:00:00.047510,2025-11-25T11:30:00.047510
61603fd2-53a1-437d-8f3a-35641cbc767f,ff3ba614-c520-4ee2-ba6e-f3ab47eaf3d1,f687c13a-b8f4-44dd-8d6e-d7127723ff54,044da9cd-62d9-4702-a9fc-e41e16143b6d,2025-11-25T16:00:00.047510,2025-11-25T17:30:00.047510
0e9c60a1-e364-4156-b37c-4690070d3cbd,7a633de8-13a3-41f5-b3f2-b71a2fd33ad6,d5e79eb3-6145-48d1-bf12-d29162a63c90,4165b5da-799f-4691-9c90-56a7c5a117f8,2025-11-24T13:00:00.047510,2025-11-24T14:30:00.047510
80bc51d3-b8ac-421d-9ea7-3a199e5b2d70,0728281a-5c53-40d0-b4a1-d717888ddaf1,a32ebf22-b2e8-4668-a00a-f878998e5c0c,f83c5d3d-88b9-4869-b0e4-31f29afacfde,2025-11-24T10:00:00.047510,2025-11-24T11:30:00.047510
186c9887-56d9-4eae-8669-18c655539510,49031cc3-80ce-466b-8b8e-3f34a21d7d23,4e55d0c1-5abb-4137-9b0b-8e5cf5fc54dc,524797df-0cb7-4398-b73b-860052fd6e3d,2025-11-24T10:00:00.047510,2025-11-24T11:30:00.047510
f26e48ec-a953-4d07-ad66-21fc361c3745,c526e439-a646-47bf-9aab-e2783f8e4462,63b285bb-bd60-40c5-aa2d-1c8dd1dd9a92,8ed342ef-2459-4df5-b827-8e23e3f437e2,2025-11-24T10:00:00.047510,2025-11-24T11:30:00.047510
9c83da70-c80e-4510-9f2b-6f0fbca823e9,ce092910-57cd-4ba1-b5f3-d49a516e1e78,d412e418-cd01-4a0e-9771-361b395032e0,ddc77300-9833-4947-9ab4-0fe3dbc27f0c,2025-11-24T15:00:00.047510,2025-11-24T16:30:00.047510
